tarih,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22
2022-09-05,3,10,15,21,23,28,30,31,37,43,45,46,49,57,58,60,62,69,70,72,74,80
2022-09-08,1,5,15,16,17,19,20,22,23,25,27,33,35,36,42,43,47,58,67,69,70,74
2022-09-12,3,12,13,15,23,27,29,33,36,37,40,42,46,47,48,51,54,63,73,74,78,80
2022-09-15,1,3,6,7,8,10,16,20,21,25,26,31,36,38,40,42,47,56,57,59,66,71
2022-09-19,2,5,16,18,22,23,25,27,31,36,40,45,47,49,52,54,59,63,64,66,69,70
2022-09-22,2,4,5,8,14,17,19,24,25,29,31,38,42,44,48,49,53,55,58,68,76,80
2022-09-26,6,7,11,12,13,15,24,26,29,33,46,47,59,62,63,65,67,68,69,70,71,74
2022-09-29,3,7,9,14,18,20,22,28,30,38,39,43,47,50,53,55,59,62,68,75,76,80
2022-10-03,1,4,6,9,12,16,23,25,28,29,30,49,51,56,57,58,71,74,75,77,78,79
2022-10-06,1,21,22,26,28,30,32,34,38,41,44,47,53,58,59,62,67,69,70,71,73,76
2022-10-10,8,12,13,14,18,23,25,27,29,31,35,40,45,46,48,50,64,67,68,69,70,73
2022-10-13,5,8,14,29,36,37,40,43,45,46,47,49,53,54,66,67,73,74,75,76,77,78
2022-10-17,1,4,6,9,12,20,24,25,27,30,35,39,40,44,51,52,53,60,68,72,78,79
2022-10-20,2,16,22,24,25,26,29,30,32,33,34,43,44,45,47,48,56,62,68,70,79,80
2022-10-24,1,7,10,11,12,13,17,22,28,36,37,41,46,48,55,66,67,71,72,74,79,80
2022-10-27,1,4,7,10,11,13,14,20,21,25,26,27,29,30,31,37,42,48,65,67,73,74
2022-10-31,2,7,8,10,11,16,18,21,29,30,32,33,44,45,54,56,65,70,72,76,79,80
2022-11-03,2,9,12,17,20,28,32,36,38,44,49,51,55,56,60,62,66,68,69,72,76,78
2022-11-07,4,5,18,21,25,27,31,44,47,49,58,60,64,65,68,69,71,72,73,74,75,77
2022-11-10,1,12,17,19,25,26,31,36,39,42,44,46,52,58,59,68,70,73,75,77,78,80
2022-11-14,2,3,9,20,29,30,32,38,40,42,43,44,51,52,61,62,64,65,67,77,78,79
2022-11-17,2,8,18,20,21,22,33,39,40,42,48,50,51,56,57,59,60,63,66,69,71,77
2022-11-21,1,2,3,17,20,27,28,36,42,44,47,49,57,58,60,62,63,65,67,71,77,79
2022-11-24,1,14,21,27,30,31,38,40,41,44,52,53,54,61,64,65,71,73,74,77,78,79
2022-11-28,5,9,22,23,25,26,28,29,30,32,34,43,46,48,52,57,59,61,63,67,78,80
2022-12-01,2,4,7,10,14,16,21,23,29,40,43,45,47,48,50,53,54,59,77,78,79,80
2022-12-05,6,7,8,10,12,22,35,40,49,50,51,52,55,57,60,61,62,66,67,68,75,79
2022-12-08,1,3,5,8,9,10,15,27,32,34,38,43,47,49,52,57,60,64,70,73,74,78
2022-12-12,14,15,19,21,24,26,27,31,33,35,36,47,49,51,57,65,67,68,70,72,75,80
2022-12-15,1,6,10,15,16,17,20,21,23,26,29,30,40,44,45,47,52,54,64,70,71,72
2022-12-19,5,10,12,16,18,31,37,38,41,42,44,46,47,53,55,58,60,62,69,70,76,78
2022-12-22,3,6,8,18,22,27,28,31,39,40,43,47,52,57,58,59,60,61,63,68,73,78
2022-12-26,3,6,9,10,11,22,25,31,37,39,43,48,56,60,66,67,68,70,74,75,77,80
2022-12-29,4,8,9,10,15,19,22,23,24,27,28,31,36,38,39,41,45,50,57,65,71,78
2023-01-02,4,7,8,14,15,20,22,25,39,40,42,46,49,51,52,53,59,65,67,69,71,79
2023-01-05,4,6,7,10,12,13,14,20,28,32,33,36,51,52,54,55,57,60,63,68,76,79
2023-01-09,1,3,5,6,10,12,14,20,28,29,31,34,35,36,37,47,53,54,63,64,71,79
2023-01-12,2,3,4,6,9,11,16,20,27,30,36,40,44,45,47,51,56,63,67,76,77,78
2023-01-16,4,9,15,16,25,27,28,33,34,39,40,42,43,44,50,51,63,65,66,67,68,72
2023-01-19,5,12,14,20,31,37,38,44,47,48,49,50,51,52,57,58,62,65,66,68,69,79
2023-01-23,2,3,5,22,33,40,41,46,47,49,50,51,52,53,55,60,61,66,71,72,73,80
2023-01-26,4,6,7,8,11,16,20,25,26,27,33,40,41,44,53,55,57,61,62,67,69,78
2023-01-30,3,5,8,13,14,15,19,25,28,29,34,37,39,40,44,47,52,53,54,65,69,77
2023-02-02,1,6,11,15,16,21,25,27,30,32,36,41,46,48,49,52,61,66,68,69,70,71
2023-02-06,1,7,12,16,20,29,30,31,35,37,38,49,51,52,56,57,64,70,72,73,74,80
2023-02-09,5,10,16,18,20,24,25,32,37,38,43,44,52,56,59,63,64,66,67,68,71,72
2023-02-13,4,19,22,24,25,28,33,36,40,42,46,51,55,57,59,61,62,65,66,72,73,74
2023-02-16,9,19,21,23,24,30,32,34,36,37,42,44,46,47,48,49,50,67,68,69,71,73
2023-02-20,5,12,13,24,31,32,38,39,44,47,51,53,54,57,59,60,67,68,69,74,77,78
2023-02-23,2,4,6,16,22,23,24,37,38,42,43,44,48,51,57,58,61,66,74,76,78,80
2023-02-27,3,6,7,8,13,20,21,22,23,27,31,32,39,45,46,49,50,58,67,68,70,79
2023-03-02,1,4,14,16,17,24,32,34,36,38,40,56,61,62,67,69,72,73,76,77,78,79
2023-03-06,3,4,9,14,16,22,23,24,25,40,43,44,46,47,49,50,53,58,61,70,72,80
2023-03-09,3,4,11,12,14,15,22,29,31,44,46,47,52,56,60,62,63,64,72,74,75,78
2023-03-13,7,8,13,30,31,32,34,39,42,46,47,51,53,55,57,62,63,64,66,67,69,73
2023-03-16,2,3,4,7,9,14,17,35,38,40,47,53,55,61,63,67,68,69,73,74,79,80
2023-03-20,8,11,14,15,23,26,27,28,44,46,47,49,51,57,58,59,61,62,70,73,75,79
2023-03-23,8,9,13,14,17,20,28,31,34,35,39,43,44,45,47,53,55,56,58,60,63,77
2023-03-27,1,6,27,28,30,31,32,37,40,50,52,53,57,58,60,62,64,65,70,72,73,75
2023-03-30,5,6,26,27,28,30,32,33,36,42,48,54,55,57,61,64,69,72,74,75,78,80
2023-04-03,2,6,16,24,29,30,31,32,34,36,40,46,49,52,54,56,65,68,69,71,75,79
2023-04-06,2,7,10,23,25,28,30,31,36,40,44,45,48,51,52,55,56,60,69,71,75,80
2023-04-10,3,12,15,20,24,30,31,32,33,39,43,47,48,49,54,55,60,63,66,68,71,75
2023-04-13,1,3,4,15,17,25,29,32,37,43,47,49,56,58,60,61,62,70,71,76,78,80
2023-04-17,13,15,22,24,28,32,33,34,40,41,44,47,48,53,54,56,57,69,71,72,75,77
2023-04-20,16,17,18,20,23,24,25,34,35,45,46,47,51,52,53,54,55,70,73,77,78,79
2023-04-24,3,20,23,24,26,28,30,37,40,42,51,53,58,59,60,62,63,67,72,78,79,80
2023-04-27,1,2,3,4,6,9,17,21,25,29,31,34,41,49,50,52,54,57,61,63,70,79
2023-05-01,1,4,7,8,14,17,24,25,27,28,29,31,33,34,37,38,44,51,53,68,70,74
2023-05-04,2,6,12,18,21,25,28,30,31,33,34,36,40,45,47,58,60,63,64,65,71,73
2023-05-08,3,19,21,27,28,30,39,40,45,48,50,52,53,54,58,59,60,63,64,69,75,80
2023-05-11,3,4,11,12,17,18,19,24,31,34,35,37,40,41,42,46,49,54,65,73,78,79
2023-05-15,2,5,10,11,15,16,19,23,26,27,28,31,35,40,42,44,47,53,66,70,72,79
2023-05-18,2,6,8,10,18,22,27,33,38,41,42,45,46,56,59,61,63,66,69,70,71,79
2023-05-22,4,10,17,18,21,27,32,35,36,41,42,43,49,56,61,65,67,70,71,73,75,78
2023-05-25,6,12,16,21,27,30,31,32,37,39,41,43,48,53,54,56,64,67,68,75,78,79
2023-05-29,3,8,10,12,17,18,23,27,29,31,33,37,40,41,42,46,47,53,54,56,63,75
2023-06-01,1,3,6,7,14,16,21,24,27,28,36,37,46,48,53,60,64,65,67,71,79,80
2023-06-05,5,8,10,12,16,27,33,34,39,40,41,42,48,56,60,62,63,65,66,68,71,75
2023-06-08,3,5,6,12,13,21,23,25,42,43,47,50,51,52,53,59,63,66,71,74,77,78
2023-06-12,6,7,8,10,12,19,24,35,37,40,46,48,54,64,65,67,70,72,74,75,77,78
2023-06-15,1,7,8,10,18,20,21,23,24,25,29,30,36,37,38,52,54,55,56,59,72,73
2023-06-19,1,7,8,10,12,21,24,37,40,46,47,48,49,56,57,58,60,71,72,74,78,79
2023-06-22,1,2,9,10,11,18,19,20,22,25,27,30,34,40,41,50,53,60,62,63,73,78
2023-06-26,3,4,6,8,14,18,20,22,27,29,36,38,40,44,50,55,58,67,68,69,70,79
2023-06-29,3,8,9,12,18,27,28,32,39,41,43,45,47,49,51,57,58,59,65,70,72,77
2023-07-03,3,6,18,24,28,29,33,34,35,36,41,47,50,54,55,57,59,60,62,68,74,78
2023-07-06,1,6,13,23,28,30,31,37,38,43,45,48,49,50,53,54,58,59,65,69,71,80
2023-07-10,4,6,9,13,16,27,29,33,34,37,40,42,47,48,52,53,55,59,71,73,77,78
2023-07-13,1,3,6,7,8,13,16,20,22,25,26,34,47,60,61,64,65,66,68,77,79,80
2023-07-17,6,10,12,14,16,18,24,26,28,32,36,43,49,51,53,56,57,59,63,66,69,78
2023-07-20,4,7,15,18,24,25,26,29,33,37,40,43,46,47,53,59,62,68,69,77,78,79
2023-07-24,1,6,8,9,15,20,23,25,28,31,32,36,37,41,45,47,48,50,51,53,60,78
2023-07-27,5,7,14,36,37,43,45,46,48,49,53,54,57,58,59,62,63,69,75,76,78,80
2023-07-31,4,7,12,13,18,20,22,31,33,40,41,47,53,60,62,65,66,67,68,72,79,80
2023-08-03,3,6,7,14,16,21,25,28,30,31,32,42,47,49,51,53,55,58,70,71,73,75
2023-08-07,1,3,16,21,23,30,34,35,45,47,50,53,54,56,57,58,60,62,65,70,75,77
2023-08-10,7,12,17,19,26,28,32,41,45,46,52,53,54,55,57,58,65,67,68,71,74,75
2023-08-14,1,2,3,9,12,13,18,23,31,34,38,39,40,47,48,51,52,53,60,65,71,72
2023-08-17,4,10,13,14,17,21,25,26,32,33,38,44,46,47,53,57,58,67,68,70,74,80
2023-08-21,1,7,8,11,13,24,26,33,41,42,50,54,55,56,58,60,61,64,65,73,74,75
2023-08-24,3,16,17,18,22,30,31,34,36,39,40,42,45,49,55,57,62,64,67,69,75,79
2023-08-28,1,4,5,13,15,16,19,22,23,25,26,32,35,38,41,45,47,53,57,61,65,80
2023-08-31,6,16,17,18,22,25,26,27,35,37,41,45,51,52,56,57,61,62,63,68,69,74
2023-09-04,2,3,5,15,20,21,23,26,32,33,37,40,45,51,57,58,63,65,67,71,74,79
2023-09-07,2,5,12,14,15,16,21,23,25,31,39,40,43,46,48,52,54,64,65,67,75,78
2023-09-11,1,8,10,11,12,13,19,27,29,30,36,44,51,53,58,67,68,69,71,74,75,76
2023-09-14,3,7,11,12,16,24,26,30,37,38,46,47,49,50,51,54,61,62,70,72,77,78
2023-09-18,3,4,6,8,10,23,24,25,28,31,32,36,41,49,50,52,57,58,62,73,74,75
2023-09-21,9,11,15,18,20,29,32,34,36,40,41,47,51,54,61,63,66,68,70,71,72,74
2023-09-25,4,6,7,8,9,14,15,18,25,27,29,30,32,38,44,52,57,59,61,69,70,76
2023-09-28,3,8,9,12,13,14,15,16,20,21,25,34,35,37,41,47,49,53,58,66,70,73
2023-10-02,3,8,9,15,21,23,25,27,35,39,40,41,44,47,48,54,55,61,62,66,68,75
2023-10-05,6,9,10,11,13,14,17,23,26,27,32,46,47,49,52,55,60,62,64,68,69,79
2023-10-09,11,13,18,22,24,33,34,38,39,42,44,45,47,48,51,53,55,57,58,63,72,80
2023-10-12,3,7,9,13,19,23,25,26,28,34,35,36,38,41,45,48,52,55,62,63,68,79
2023-10-16,2,3,8,13,16,17,20,22,35,38,39,41,44,47,49,51,55,56,63,68,73,76
2023-10-19,1,2,6,9,11,13,18,19,22,28,30,33,37,38,40,44,45,49,57,74,75,80
2023-10-23,5,17,18,21,25,26,29,31,33,35,39,40,44,46,47,49,54,57,65,69,71,80
2023-10-26,1,6,9,12,14,16,23,25,29,33,43,44,45,46,48,52,54,59,62,68,69,78
2023-10-30,8,10,13,17,18,19,20,22,23,25,31,38,40,51,56,59,61,66,74,76,78,79
2023-11-02,1,4,6,14,17,19,22,23,26,27,30,32,35,42,44,51,56,59,60,62,74,75
2023-11-06,7,9,19,22,23,25,29,30,32,38,39,43,47,48,57,59,63,66,68,70,72,80
2023-11-09,1,3,6,13,18,20,21,29,30,31,33,36,38,47,49,52,55,60,63,64,65,68
2023-11-13,6,7,11,13,25,28,30,36,37,38,44,45,47,50,51,52,59,60,68,76,77,78
2023-11-16,2,3,12,15,16,17,18,20,26,29,30,34,37,47,54,58,61,62,64,69,75,79
2023-11-20,15,18,21,22,26,29,30,37,43,48,49,51,53,55,57,59,65,68,74,76,79,80
2023-11-23,15,19,20,29,30,32,35,36,44,48,53,58,59,61,62,65,67,70,72,73,74,78
2023-11-27,3,4,13,17,18,25,26,31,33,37,42,43,49,52,55,59,62,64,68,70,77,79
2023-11-30,1,2,9,11,13,19,26,28,29,34,37,38,49,51,56,57,61,63,65,70,73,79
2023-12-04,1,6,10,12,16,22,25,31,34,36,47,50,53,54,56,63,65,66,67,69,70,76
2023-12-07,2,4,6,10,21,25,26,33,34,42,43,44,52,53,55,57,60,65,70,74,78,80
2023-12-11,2,13,16,20,23,30,33,35,39,43,46,48,49,50,52,56,57,64,66,68,70,75
2023-12-14,2,13,14,20,26,29,30,33,42,43,47,49,51,54,58,63,64,66,68,71,72,74
2023-12-18,1,4,7,14,16,23,24,28,42,44,46,48,50,52,54,55,66,70,71,74,77,78
2023-12-21,3,10,11,16,24,25,27,34,37,40,41,44,47,50,54,56,61,64,68,70,72,79
2023-12-25,1,8,9,14,15,16,20,25,30,38,40,44,46,47,48,53,54,56,59,62,64,65
2023-12-28,3,5,9,13,14,20,27,31,35,37,45,48,49,54,55,56,62,66,69,70,72,77
2024-01-01,6,7,10,12,15,16,17,21,23,25,29,33,41,44,48,55,56,59,65,73,75,80
2024-01-04,1,5,12,13,18,21,29,30,31,37,41,43,46,48,50,56,60,69,71,72,77,78
2024-01-08,3,8,9,12,18,19,22,33,35,36,43,44,47,49,50,51,53,55,56,62,78,80
2024-01-11,1,17,19,21,22,24,25,33,37,41,44,47,51,52,54,56,62,73,74,75,79,80
2024-01-15,1,12,15,21,25,26,28,36,39,42,44,45,47,51,53,54,62,64,67,69,78,80
2024-01-18,6,10,12,19,23,24,33,38,40,43,44,46,49,51,52,57,62,64,67,68,70,73
2024-01-22,7,10,12,22,25,26,28,29,32,34,39,41,42,52,53,54,58,59,64,72,78,79
2024-01-25,6,12,16,18,27,30,33,37,40,42,44,45,48,53,55,60,62,65,68,74,75,77
2024-01-29,1,7,8,10,23,30,36,37,43,44,45,49,51,53,56,61,64,66,70,72,73,78
2024-02-01,6,9,14,15,16,17,18,23,24,29,33,37,38,41,48,49,52,60,62,65,79,80
2024-02-05,3,6,7,8,12,22,28,33,34,38,40,45,47,49,52,56,57,60,62,68,69,76
2024-02-08,2,6,7,9,16,17,18,21,24,25,31,43,45,50,51,53,63,66,71,75,79,80
2024-02-12,3,8,9,15,16,17,21,23,24,26,35,36,39,42,46,49,57,61,66,70,71,75
2024-02-15,17,21,22,24,25,26,32,33,34,37,40,42,45,46,47,49,60,66,69,70,77,79
2024-02-19,1,2,4,5,8,12,21,23,25,29,30,33,35,44,48,51,55,58,62,69,76,79
2024-02-22,1,2,4,10,12,15,18,22,30,40,41,42,43,44,49,55,62,66,68,70,74,76
2024-02-26,1,4,6,15,16,23,27,28,29,30,33,34,44,46,47,48,52,57,74,75,76,78
2024-02-29,2,4,10,13,15,17,30,32,33,34,35,47,53,54,56,58,61,64,66,74,75,78
2024-03-04,2,3,8,16,17,18,19,23,30,38,42,44,48,49,51,54,58,69,74,75,76,79
2024-03-07,2,6,7,17,19,27,38,40,41,42,43,47,49,53,61,66,68,69,70,71,73,78
2024-03-11,3,4,21,24,25,26,27,31,33,34,36,37,43,44,47,52,56,58,64,68,72,77
2024-03-14,3,5,6,9,10,12,15,21,25,27,33,34,35,37,39,40,44,51,55,56,62,78
2024-03-18,2,3,9,13,16,19,24,25,31,35,39,42,47,50,53,55,64,68,73,75,79,80
2024-03-21,4,6,9,10,13,17,28,29,30,33,45,46,47,48,51,56,59,70,72,74,78,80
2024-03-25,4,6,9,13,14,17,18,26,34,37,41,42,43,59,60,61,69,71,72,74,77,80
2024-03-28,1,10,12,13,22,26,27,36,37,38,39,40,42,45,50,53,57,59,65,66,70,79
2024-04-01,1,2,19,26,30,34,36,37,40,43,44,47,51,55,58,60,62,67,69,70,72,74
2024-04-04,3,5,6,12,14,15,19,21,28,37,40,44,45,48,49,51,52,59,65,67,71,78
2024-04-08,7,8,12,14,17,20,24,26,32,36,39,41,46,49,50,58,59,61,64,69,70,73
2024-04-11,1,11,14,21,23,24,25,30,33,34,47,49,53,57,59,60,63,65,66,67,69,80
2024-04-15,1,2,14,15,17,24,28,36,38,43,44,47,52,55,60,63,65,68,71,75,77,79
2024-04-18,7,9,12,20,23,30,34,41,44,48,49,50,51,53,54,62,64,66,67,70,71,77
2024-04-22,10,15,16,17,27,29,32,35,38,40,43,44,46,49,52,54,55,61,67,68,75,78
2024-04-25,8,14,18,24,25,26,36,41,43,44,45,48,49,50,53,56,60,64,65,74,77,79
2024-04-29,2,4,10,19,22,24,25,26,32,36,37,38,42,49,54,56,68,71,73,74,77,78
2024-05-02,11,13,23,25,28,29,34,39,40,46,48,53,56,57,58,62,63,64,66,70,74,79
2024-05-06,1,3,6,7,27,32,35,40,41,44,46,47,48,50,56,58,60,65,70,75,78,80
2024-05-09,1,6,8,13,21,22,23,32,37,43,51,52,53,56,59,60,62,66,71,72,73,77
2024-05-13,8,12,15,17,20,22,24,27,28,34,35,49,52,53,55,56,60,68,72,74,75,78
2024-05-16,3,9,10,16,21,24,25,28,29,31,36,37,41,55,56,57,59,61,63,65,77,80
2024-05-20,2,4,5,9,15,20,24,27,31,36,42,46,48,53,60,66,69,70,73,78,79,80
2024-05-23,17,20,28,33,34,36,37,49,51,53,54,55,61,62,66,68,69,72,73,74,78,80
2024-05-27,4,8,10,13,20,22,29,30,35,38,40,41,44,49,50,54,56,60,67,68,72,76
2024-05-30,3,4,12,14,15,19,20,22,25,28,34,36,41,42,47,60,62,63,65,74,75,80
2024-06-03,9,13,15,21,25,28,32,35,38,47,49,50,55,60,64,65,69,70,72,73,75,80
2024-06-06,9,15,17,18,25,38,40,44,47,50,51,52,53,54,56,58,59,62,66,70,74,77
2024-06-10,1,6,9,18,25,29,30,38,43,48,49,52,54,60,62,64,68,69,74,76,77,80
2024-06-13,1,3,4,7,17,18,20,25,27,30,40,47,52,55,57,61,63,67,70,73,75,78
2024-06-17,2,5,8,10,13,20,21,28,29,31,42,43,47,49,55,56,62,66,73,78,79,80
2024-06-20,4,12,23,26,37,38,43,44,46,47,49,51,54,58,60,62,63,70,71,72,76,80
2024-06-24,2,3,6,8,10,17,24,26,31,32,36,39,41,48,50,54,55,64,65,74,77,78
2024-06-27,14,17,21,28,30,31,32,35,36,43,47,49,51,56,57,58,62,63,64,67,73,76
2024-07-01,3,8,14,15,18,19,22,23,24,28,32,33,36,44,48,50,56,59,67,68,73,80
2024-07-04,5,8,13,16,24,30,37,38,43,48,49,54,55,58,60,61,63,67,72,76,79,80
2024-07-08,3,7,12,17,20,31,35,42,43,45,46,48,49,51,56,59,60,65,66,69,73,80
2024-07-11,7,8,14,18,25,27,29,31,33,37,38,49,51,52,53,62,63,64,69,72,76,78
2024-07-15,3,6,10,16,21,22,28,31,33,36,37,44,46,47,51,53,54,61,70,71,75,80
2024-07-18,9,14,15,16,20,24,25,33,34,37,40,41,52,53,59,65,68,73,75,78,79,80
2024-07-22,12,14,15,17,18,25,29,31,37,38,43,44,48,51,53,55,57,61,62,65,68,72
2024-07-25,4,7,14,17,18,19,20,23,25,26,33,34,35,39,48,56,58,62,69,72,77,80
2024-07-29,5,9,19,21,22,24,25,32,33,36,43,47,50,59,63,64,67,70,71,74,77,79
2024-08-01,3,18,21,24,25,32,33,34,36,44,47,49,51,53,57,69,72,74,76,77,78,80
2024-08-05,4,10,14,15,18,21,24,28,31,32,38,41,42,49,51,53,54,60,65,70,74,78
2024-08-08,1,21,24,25,26,28,30,31,32,34,41,44,51,53,58,62,63,66,67,73,74,78
2024-08-12,2,5,6,9,12,14,15,21,26,32,37,38,40,45,46,49,52,53,58,64,70,80
2024-08-15,17,18,26,29,31,32,33,34,38,40,42,44,45,47,48,49,59,62,67,73,74,78
2024-08-19,2,5,8,14,18,19,23,28,33,37,40,45,48,52,55,58,59,60,66,68,72,74
2024-08-22,2,3,6,12,13,18,19,35,36,40,44,48,52,53,57,58,66,69,71,72,74,79
2024-08-26,1,6,11,12,17,25,27,30,38,40,41,44,50,51,52,53,66,70,71,72,74,77
2024-08-29,1,2,9,12,13,14,24,34,43,44,50,51,57,58,60,63,65,72,75,77,78,79
2024-09-02,1,4,8,9,12,13,19,22,23,25,27,31,36,37,38,40,48,50,68,72,77,79
2024-09-05,5,6,8,18,20,22,25,26,27,31,35,42,47,49,53,54,63,64,67,69,71,75
2024-09-09,1,4,9,13,15,20,21,28,36,40,43,47,50,51,53,60,64,65,67,68,70,76
2024-09-12,5,6,7,8,12,13,18,25,30,37,46,51,54,58,61,62,63,67,68,70,72,77
2024-09-16,2,9,13,15,19,20,23,29,34,39,40,43,44,50,52,53,59,62,67,68,70,80
2024-09-19,2,7,9,11,15,24,25,28,29,33,37,40,45,48,50,52,56,57,58,66,70,78
2024-09-23,1,9,11,20,22,27,36,37,38,42,44,49,50,52,54,60,65,66,69,70,74,78
2024-09-26,1,4,6,8,9,14,20,21,25,27,41,48,51,52,58,59,62,63,68,75,78,79
2024-09-30,13,15,16,18,20,24,28,30,33,34,39,40,47,52,61,62,63,66,68,70,74,76
2024-10-03,3,4,13,14,15,21,24,26,27,31,35,37,38,41,47,49,53,62,69,72,73,78
2024-10-07,1,3,6,10,18,27,28,33,35,41,44,52,54,57,59,61,62,63,69,73,75,79
2024-10-10,1,6,8,9,10,14,20,21,22,27,28,36,43,50,51,52,57,58,60,69,72,75
2024-10-14,3,4,9,11,14,19,20,21,22,24,29,32,38,44,45,46,50,60,64,66,71,80
2024-10-17,1,12,15,18,20,21,26,28,29,33,37,46,49,50,55,58,59,64,65,66,68,70
2024-10-21,4,7,16,18,20,21,28,30,39,50,52,53,54,55,60,62,64,68,69,73,74,79
2024-10-24,1,6,10,12,16,17,23,24,25,29,35,42,50,53,54,55,58,59,65,68,70,74
2024-10-28,10,12,17,18,25,27,29,32,37,38,45,49,51,52,54,61,63,65,67,76,79,80
2024-10-31,9,10,12,13,15,16,19,26,27,32,42,44,48,53,55,56,57,63,73,77,78,80
2024-11-04,1,2,5,6,7,10,14,20,36,40,41,44,47,52,57,58,60,61,63,68,74,76
2024-11-07,9,14,15,21,30,33,36,37,40,44,48,49,50,53,54,55,56,57,62,68,73,80
2024-11-11,13,17,22,26,31,34,35,37,43,45,47,48,50,51,57,61,67,73,77,78,79,80
2024-11-14,2,13,15,17,24,25,27,28,37,40,43,46,47,51,60,61,62,64,66,72,75,77
2024-11-18,12,20,21,25,31,32,33,37,39,44,49,53,54,55,57,58,65,66,69,70,78,79
2024-11-21,21,24,26,27,31,33,34,35,40,47,48,49,51,53,54,56,60,64,67,72,74,79
2024-11-25,8,12,13,21,23,24,25,26,33,36,40,47,49,53,62,65,67,69,70,73,75,79
2024-11-28,1,2,4,17,22,23,25,26,27,29,32,33,37,38,43,44,46,47,53,72,77,79
2024-12-02,1,4,5,8,13,14,15,20,25,27,28,32,34,35,38,39,40,52,55,56,65,80
2024-12-05,2,4,9,12,13,14,19,20,26,27,28,30,32,36,53,67,68,69,72,74,75,80
2024-12-09,4,9,13,15,18,20,23,28,32,34,36,44,47,49,60,63,65,68,69,70,72,77
2024-12-12,6,7,12,20,24,25,27,30,32,34,38,40,43,49,50,54,55,56,63,73,78,79
2024-12-16,3,10,15,21,22,25,30,33,37,38,41,42,43,44,54,55,58,66,69,70,74,78
2024-12-19,1,2,6,9,12,13,14,19,20,25,32,40,48,52,53,61,64,65,66,67,75,79
2024-12-23,1,9,13,15,22,23,25,26,36,37,44,45,46,47,58,61,62,69,71,72,78,80
2024-12-26,3,5,8,14,20,23,24,31,33,37,44,49,51,53,61,68,70,73,75,76,78,80
2024-12-30,8,14,22,25,28,31,35,37,38,40,42,43,45,49,54,57,59,64,67,72,75,77
2025-01-02,1,3,4,5,9,13,14,15,22,24,26,27,37,38,44,52,55,58,63,65,68,74
2025-01-06,2,6,8,9,10,17,22,26,30,31,32,35,36,38,39,42,44,52,53,57,63,65
2025-01-09,2,3,9,13,14,21,22,23,30,36,38,40,44,47,53,57,61,62,63,65,70,75
2025-01-13,4,7,21,22,25,28,31,34,41,42,45,48,55,60,61,67,70,71,72,76,78,79
2025-01-16,6,8,10,14,15,17,21,34,35,40,43,44,45,46,47,52,55,56,66,72,75,78
2025-01-20,1,2,3,6,9,10,22,23,31,38,43,48,51,58,63,65,68,72,74,75,76,78
2025-01-23,3,5,6,7,8,19,23,25,26,27,39,43,50,65,66,67,71,72,74,75,78,79
2025-01-27,7,15,17,21,23,29,34,37,40,41,44,52,55,56,57,62,64,66,70,76,78,79
2025-01-30,3,6,7,9,15,16,27,28,31,38,41,44,45,52,58,59,60,61,71,73,78,79
2025-02-03,4,14,15,18,22,24,25,28,29,30,35,36,38,47,53,58,65,69,76,78,79,80
2025-02-06,3,5,9,11,12,18,28,31,37,39,41,43,44,46,51,53,61,63,64,69,70,79
2025-02-10,9,12,15,17,19,21,25,29,33,34,35,37,38,40,47,51,53,56,60,65,68,74
2025-02-13,3,11,13,14,15,21,29,31,38,43,45,50,52,55,61,66,68,69,70,73,74,79
2025-02-17,5,13,18,19,20,21,22,24,26,28,32,41,51,52,59,61,63,65,67,69,70,80
2025-02-20,3,6,10,16,23,41,48,49,50,52,53,55,56,59,60,63,64,70,71,74,79,80
2025-02-24,2,7,9,10,12,15,21,23,26,38,47,48,55,59,60,67,68,71,72,74,77,79
2025-02-27,6,8,9,11,12,14,20,25,26,28,31,33,34,39,44,46,50,53,57,60,66,70
2025-03-03,2,4,13,14,20,21,32,35,39,44,45,47,48,51,52,53,59,61,76,77,78,79
2025-03-06,5,7,13,15,18,22,25,27,29,33,49,51,53,54,55,63,65,66,67,68,76,80
2025-03-10,3,8,12,17,18,26,30,32,33,40,41,43,44,49,50,63,64,68,69,70,71,80
2025-03-13,1,2,4,8,12,13,21,25,26,31,35,38,39,41,44,49,52,57,68,73,78,80
2025-03-17,1,4,6,15,24,32,38,40,42,48,53,55,57,58,60,62,64,65,67,72,74,79
2025-03-20,2,7,8,21,25,27,33,34,37,39,41,43,44,48,50,56,60,67,73,74,76,80
2025-03-24,8,9,13,15,16,18,20,21,26,37,41,44,45,47,50,54,57,59,65,66,69,70
2025-03-27,3,5,6,8,12,17,18,21,25,31,32,34,43,44,45,54,55,62,63,68,74,79
2025-03-31,4,9,14,19,24,31,33,35,37,40,44,45,47,49,59,61,62,63,77,78,79,80
2025-04-03,3,4,12,22,24,27,28,29,31,38,39,42,52,53,60,64,67,69,71,73,79,80
2025-04-07,1,2,6,9,12,17,21,22,23,27,36,37,40,44,50,54,55,58,59,66,73,79
2025-04-10,2,4,10,12,17,18,21,23,25,26,28,29,34,36,37,41,46,54,56,59,67,77
2025-04-14,2,3,8,17,18,21,25,26,34,36,43,47,49,51,52,57,63,67,74,75,78,79
